Hotel,Id,Ciudad,Pais,Usuario,Rating,PosNeg,Fecha,Review
Hotel Atton San Isidro,rn240748899,,,Melissa C,5,1,20/11/2014,"Excente servicio y cordialidad del personal Muy buen servicio, excelente atencion del personal y ubicacion. La carta del Restaurante variada y los platos muy buenos. Las salas estan totalmente acondicionadas. Volveria a realizar eventos. Recomendable 100% "
Hotel Atton San Isidro,rn240377541,Region Metropolitana de Santiago,Chile,Fstacchetti,5,1,18/11/2014,"Excelente Servicio Me parece un hotel muy comodo tanto las habitaciones, espacios comunes y ubicacion. El servicio es espectacular y tiene un muy buen restaurante junto con una terraza perfecta para el pisco sour de la tarde. "
Hotel Atton San Isidro,rn240149632,Santiago,Chile,Monica_Vera_P,5,1,16/11/2014,"Muy buena opcion en Lima Excelente hotel, habitaciones muy comodas, el servicio increible, desayuno variado y con un ambiente muy tranquilo, sin ruido. La ubicacion es muy buena, a cuadras de varios restaurantes, cafes y supermercado. El restaurante exquisito, para volver de todas maneras. "
Hotel Atton San Isidro,rn240004256,Algeciras,España,827charli_e,5,1,15/11/2014,"Espectacular.. Una maravilla de lugar, gente super amable y servicial, PERFECTO.. ha sido la clave para tener una estancia en Peru que nunca olvidare. Gracias por todo y sobre todo al personal de recepcion y en especial a Jonathan. Volvere.. "
Hotel Atton San Isidro,rn239859420,Lima,Peru,Erika N,5,1,14/11/2014," AMBIENTE FAMILIAR Y ACOGEDOR Una noche espectacular, fui a cenar con mi familia y desde que ingresamos pude sentir un ambiente acogedor y la calidez de los trabajadores desde el lobby al restaurante, aqui la atencion de Victor fue espectacular, siempre atento con todo lo que requeriamos y la comida ni hablar riquisima, no dudare en regresar en otra oportunidad "
Hotel Atton San Isidro,rn239724587,Santiago,Chile,jgnarcisi,5,1,13/11/2014,"EXCELENTE ATENCION Y MUY BUENA UBICACION Estuve en el hotel con mi esposa y fue muy grata la estadia. El personal tan amable y cordial que nos sentimos como en casa. Excelente la calidad de la habitacion, sus acomodaciones, baño y el aseo. Muy buen desayuno y mejor aun su restaurante Chabuca con gastronomia de muy buena calidad y con un precio bastante razonable. Muy bien ubicado..   "
Hotel Atton San Isidro,rn239660265,San Antonio,USA,ClaudiaReyesMontoya,5,1,13/11/2014,"Excelente hotel excelente trato. Yo estuve 4 dias con mi novio y la verdad es que desde el primer momento nos hicieron sentir como en casa, muy buena instalaciones, el personal de primera siempre amables y dispuestos a ayudar para ellos 5 estrellas mas. Pronto pensamos volver. "
Hotel Atton San Isidro,rn239635689,Bogota,Colombia,Sofia B,5,1,13/11/2014,"Excelente alternativa! Hermoso hotel, bien ubicado con servicio excelente: calido y eficiente. Las habitaciones son muy comodas y agradables. El resturante es fabuloso: ofrece alternativas muy interesantes. El servicio de conserjeria es muy bueno. Totalmente recomendable. "
Hotel Atton San Isidro,rn239503981,Lima,Peru,Carlos P,5,1,12/11/2014,"Excelente! He visitado con mi familia el restaurante de este hotel en varias oportunidades y es muy recomendable. La comida es excelente y la atencion de primera, en una oportunidad hicimos un requerimiento especial para mi hija y no dudaron en atender el pedido. Es un gran hotel para ir a disfrutar del desayuno buffet o para un almuerzo familiar. 100%..   "
Hotel Atton San Isidro,rn239474026,Los Andes,Chile,Rafael R,5,1,12/11/2014,"Excelente servicio y ubicacion estuvimos 3 noches para nuestro aniversario de matrimonioy la verdad es que la ubicacion es perfecta... todo queda cerca. la atencion es de primera, la gente muy amable... un hotel muy moderno muy buena comida... las habitaciones impecables. todo muy bueno "
Hotel Atton San Isidro,rn239459443,Buenos Aires,Argentina,ElianaDeCelis,5,1,12/11/2014,"Atton un excelente lugar para parar en Lima La atencion es excelente, el equipo te hace sentir como en casa. El establecimiento es excelente, la comida tambien. La ubicacion es super centrica por lo que tambien podes caminar a cualquier lado y si no te animas y no conoces tenes un servicio de taxi reglamentado en la puerta que tambien podes ir llamando para que te recojan. "
Hotel Atton San Isidro,rn239387142,Lima,Peru,alrodro_14,5,1,11/11/2014,"Excelente comida. La atencion es muy esmerada, personalizada y ni que decir de la exquisita comida. Muy recomendable para pasar un momento agradable con amigos, familia, etc. Ademas se encuentra en una zona muy centrica de Lima. "
Hotel Atton San Isidro,rn238796354,Lima,Peru,gruiz1201,5,1,08/11/2014,"Sobresaliente. Es muy moderno. El bar y el comedor son muy acogedores. La comida es deliciosa, en especial el cebiche de degustacion y el lomo saltado. La atencion del personal es increiblemente amable, paciente y respetuosa. "
Hotel Atton San Isidro,rn238681718,Lima,Peru,Carlo M,4,1,07/11/2014,"Hotel de lujo Es un muy buen hotel, tuve la oportunidad de estar solo una noche y el servicio es exclusivo. Se encuentra en la Av. Basadre, en el distrito de San Isidro. El hotel brinda servicio de movilidad en automoviles de lujo (Mercedes Benz). El interior del hotel es finisimo, la piscina es temperada y muy grande, cuenta con gym muy..   "
Hotel Atton San Isidro,rn238325419,Santiago,Chile,Juan I,4,1,05/11/2014,"Para un dia.. no mas Un hotel muy bien ubicado, limpio y comodo. Lo fundamental muy bien y la comida de buena factura. No obstante lo anterior, un poco lleno y siempre con congestion a la hora del desayuno. Cuando vas por mas de dos dias no recomendaria este hotel. "
Hotel Atton San Isidro,rn238015153,Santiago,Chile,Viajera2015,5,1,04/11/2014,"Excelente hotel Fuimos con mi esposo a celebrar nuestro aniversario de matrimonio a Lima, Peru y elegimos este hotel por las buenas referencias leidas en TripAdvisor. Debo decir que tenian razon ya que el lugar donde se encuentra (San isidro) es un barrio muy bueno, seguro, moderno y con varios puntos de interes cercanos. No esta muy cerca de Miraflores que es el..   "
Hotel Atton San Isidro,rn237704428,Buenos Aires,Argentina,ElinFlaherty,5,1,03/11/2014,Muy buen restaurante y servicio Estuve por razones de trabajo y fue una estadia muy agradable. Ubicado en la zona financiera de Lima y cerca de restaurantes de primera linea pude igual disfrutar de excelentes platos en su restaurante. Las habitaciones son comodas y la ambientacion esta bien pensada. Me brindaron buen servicio de transporte diario y estuvieron atentos a resolver cualquier inquietud. 
Hotel Atton San Isidro,rn237651491,,,David J,4,1,02/11/2014,Super Un super hotel. Con los altos estandares de atencion a los guess y muy bonito super elegante. Rica comida y super pero super elegante. Lo malo que aveces los que abren la puerta estan que conversan entre ellos y no te abren la puerta! Para algo se le paga a ellos para que te abran la puerta y no siempre..   
Hotel Atton San Isidro,rn237305468,Lima,Peru,Miguel A,5,1,31/10/2014,"excelente hotel e visitado muchos hoteles y para mi uno de los que mas me ha agradado es este, es un hotel con muy buenos acabados, muy preocupados en el aspecto fisico del hotel las habitaciones son muy higienicas, muy limpias, la gente es muy amable, el precio no es muy comodo pero para una llegada de negocios o una fecha..   "
Hotel Atton San Isidro,rn237184718,,,SSayu,5,1,30/10/2014,"Muy rico almuerzo Me encanto la comida y el servicio que nos dieron cuando fui a almorzar con unos amigos. El restaurante es muy bonito, amplio, limpio y tiene una variada carta a un buen precio. Se puede conversar muy tranquilo. Muy recomendable para todos.   "
Hotel Atton San Isidro,rn236916235,Lima,Peru,Lruizost,4,1,29/10/2014,"Buena ubicacion, comodo y con excelente oferta gastronomica No solo se trata de un hotel ubicado en la zona financiera de Lima que por su ubicacion consiste en una buena alternativa para viajes de negocios, sino que constituye tambien una estupenda alternativa para almuerzos o cenas de negocios. Si bien la oferta gastronomica en Lima es variada e incluso el hotel queda cerca de dos restaurantes emblematicos (Malabar..   "
Hotel Atton San Isidro,rn236726851,Lima,Peru,Andrea_Lima_28,5,1,28/10/2014,"Un excelente restaurante El restaurante del hotel esta catalogado como uno de los mejores de Lima. Por su parte, el bar es pequeño, pero ofrece tragos de cortesia por la contratacion de determinados servicios. Un muy buen pisco sour! "
Hotel Atton San Isidro,rn236637153,,,cesar C,5,1,27/10/2014,"Restaurante Fui a almorzar y tanto la comida como el servicio fueron de lo mejor! Cuenta con una carta variada y moderna, un local muy comodo y ademas cuenta con su propio estacionamiento. Buena comida, buen hambiente, excelente servicio y buenos precios! "
Hotel Atton San Isidro,rn236420353,Lima,Peru,Daniel A,5,1,26/10/2014,"Excelente Muy buen servicio e infraestructura, excelente experiencia. El desayuno muy variado y sabroso, asi como el servicio de lavanderia, que al solicitarles premura porque tenia un apuro, en efecto su actitud fue muy proactiva y eficiente, brindandome una solucion inmediata y con una actitud positiva en todo momento. "
Hotel Atton San Isidro,rn236212389,Santiago,Chile,Alejandro P,5,1,25/10/2014,"Buen hotel para negocios Para reuniones de trabajo en muy comodo, buena infraestructura, moderno, bien equipado. Organizamos un congreso en el hotel, y todo estuvo muy bien. los coffee y almuerzos muy buenos. equipos de proyeccion funcionan bien y el aire acondicionado estaba en el punto optimo. "
Hotel Atton San Isidro,rn235616074,,,Monica C,5,1,21/10/2014,"Evento en Atton Sala amplia y moderna; servicio de soporte tecnico eficiente, trato profesional, atencion permanente, siempre disponibles a solicionar y apoyar en nuestras coordinaciones. Variedad de platos, cocktail y cofee break. "
Hotel Atton San Isidro,rn235228905,,,hambrientoman,5,1,19/10/2014,"Un hotel perfecto Trato profesional, moderno, elegante, habitaciones excelentes, sin excesos pero con todo lo necesario. Con trato agradable. Preocupados en solucionar tus problemas. Siempre voy al mismo, altamente recomendable. "
Hotel Atton San Isidro,rn235099917,Santiago,Chile,joestay,5,1,18/10/2014,"Gran experiencia Bien ubicado, moderno, buen desayuno y cena. No hay una casa de cambio cerca. Esta a pasos de una ruina incaica. Se puede caminar a diversos barrios. Es seguro. Las habitaciones son muy comodas y limpias. Buen precio "
Hotel Atton San Isidro,rn234784776,Lima,Peru,monica r,5,1,16/10/2014,Cumpleaños en el Atton El dia 30 de Agosto decidimos ir con toda mi familia a celebrar mi cumpleaños con una cena en el restaurant del hotel. La comida estuvo espectacular y la atencion del personal a1. Estoy recomendando el lugar a mis amistades que vienen del extranjero. De hecho esta entre mis planes proximos regresar para volverla a pasar super bien. Recomendado al..   
Hotel Atton San Isidro,rn234572423,Lima,Peru,AlbertoZD,5,1,15/10/2014,"Un Hotel elegante, con un trato muy cordial. Un Hotel elegante, con un trato muy cordial. Bar, restaurant, sala de conferencias, piscina, amplia cochera y gente dispuesta a ayudarte en todo momento hacen una experiencia unica en este Hotel 5 estrellas. Recomendable! "
Hotel Atton San Isidro,rn234451936,Lima,Peru,Milus03,5,1,14/10/2014,"Maravillosa Estadia Mi estadia fue maravillosa, el personal de recepcion fue muy atento y cordial, siempre pendiente de todo detalle. Las instalaciones son A1 y el desayuno riquisimo La ubicacion es muy centrica y segura, cafes, tiendas y restaurantes alrededor. Lo recomiendo 100% "
Hotel Atton San Isidro,rn234439430,Houston,USA,Guiomar E,5,1,14/10/2014,"Excelente desayuno Fuimos un fin de semana al desayuno buffet y es buenisimo! Tiene de todo un poco y la atencion es muy buena, siempre atentos a lo que necesites. Lo recomiendo al 100%. Los precios tambien son muy asequibles "
Hotel Atton San Isidro,rn234196278,Mixco,Guatemala,Rafael L,5,1,13/10/2014,"Excelente atencion No conocia el hotel, pero me llevo buena impresion por la atencion de su personal, la recepcion fue excelente, me prestaron la ayuda necesaria cuando la necesite. La cordialidad y el buen trato fue excelente. Las instalaciones en la habitacion muy buenas, el servicio de comunicacion tambien fue bueno. Me senti muy comodo. "
Hotel Atton San Isidro,rn234128156,Santiago,Chile,Catalina002,5,1,13/10/2014,"Buena experiencia siempre Para la mayoria de mis viajes a Lima, opto por este hotel, y hasta ahora, nunca ha fallado. Buen servicio, cordialidad y amabilidad son algunas de sus caracteristicas. Lo recomiendo 100%, ademas la ubicacion es muy buena, estando en uno de los barrios mas lindos de Lima. Mi unica sugerencia, es que para haber vuelto en reiteradas ocasiones al Hotel..   "
Hotel Atton San Isidro,rn233698508,Quito,Ecuador,exrm,5,1,10/10/2014,"Excelente servicio e instalaciones El hotel se encuentra muy bien ubicado en la zona financiera de Lima. Las instalaciones son muy buenas. El servicio es excelente. La comida del restaurante es normal y sabe bien, pero cerca hay muy buenos restaurantes donde ir. "
Hotel Atton San Isidro,rn233545744,bogota,Colombia,ovelez2013,5,1,09/10/2014,"Muy bueno Este hotel queda retirado de Miraflorez que es la zona turista de Lima, pero vale la pena los 10 minutos que te demoras y los 5USD que cuesta el taxi hasta alli. Las habitaciones super comodas, camas limpias y grandes, buen baño. El desayuno muy completo. "
Hotel Atton San Isidro,rn233280523,Santa Ana,Costa Rica,JuanJo C,5,1,08/10/2014,"Como en casa El hotel posee un excelente servicio al cliente. El personal de Front Desk, Housekeepers, Restaurante, poseen una excelente actitud y hacen que uno se sienta como en casa. El restaurante tiene una excelente calidad y sabores muy buenos! "
Hotel Atton San Isidro,rn233160069,,,CPdeK,5,1,07/10/2014,Un excelente Hotel! Eramos una delegacion de 95 personas. Fuimos muy bien atendidas. Incluso accedieron a tenernos desayuno a las 5. 30 para 50 personas en el lobby y desde las 6. 15 para el resto del grupo en el comedor por 3 dias. Personal de recepcion muy amable. Volveria de todas maneras. 
Hotel Atton San Isidro,rn233133914,,,Gonzalo W,5,1,07/10/2014,"Buenisimo! Absolutamente buenusimo! Muy buen hotel, moderno, limpio, eficienteMuy buen tamaño de habitaciones, el desayuno esta muy bien, el personal del counter es amable y de muy buena disposicion, cuenta con estacionamiento incluido en el precioEl bar del Lobby es algo espartano y la piscina es muy buena aunque su ubicacion en el..   "
Hotel Atton San Isidro,rn233046531,,,cmrq1974,5,1,07/10/2014,"Excelente servicio Muy buen servicio en general y con lindos detalles. Gente calida y muy amable te hace las cosas faciles. Me encanto el servicio de restaurante, la comida deliciosa y bien hecha. Me gusta que te apoyan mucho en las recomendaciones de como moverse en Lima. "
Hotel Atton San Isidro,rn232876082,Santiago,Chile,Fco182,5,1,06/10/2014,"Como siempre. excelente Llevo viajando a Lima unos dos años. aproximadamente una vez al mes, y siempre me quedo en el Atton San Isidro. Los felicito por lograr mantener un excelente nivel de cordialidad en su personal y un muy buen desayuno buffet, La habitacion siempre comoda, limpia y amplia; con internet que funciona a buena velocidad. Gimnasio bien equipado. Sin duda, seguire..   "
Hotel Atton San Isidro,rn232370221,Guayaquil,Ecuador,Ileana O,5,1,03/10/2014,"Excelente hospedaje Un hotel nuevo, ubicado en una zona segura. Excelente desayuno buffet. Un personal muy agradable. Las habitaciones son muy amplias, comodas y limpias. Todo es decorado muy minimalista con colores serenos y calidos. Se descansa bien. Estuvimos en habitacion doble y las camas son amplias (full size). Calefaccion y A/C. No hay restaurantes ni atracciones turisticas cerca que visitar caminando..   "
Hotel Atton San Isidro,rn231973269,Buenos Aires,Argentina,piskur,5,1,30/09/2014,"Calidez Humana Es un hotel excelente teniendo en cuenta la relacion costo beneficio. Bien ubicado, en un barrio tranquilo y de buen acceso. Pero sobretodo quiero resaltar la calidez humana que ha demostrado el personal del hotel en especial Jacqueline Peñafiel Arevalo que me ha asistido en una contratiempo de salud que he sufrido en Lima. Sin duda es un hotel altamente..   "
Hotel Atton San Isidro,rn231964973,Rio de Janeiro,Brasil,Gunterfri,5,1,30/09/2014,"Excelente! Despues de 16 dias de hospedarme en el Atton San Isisdro, solo tengo elogios para todo el hotel. Internet rapida gratis, desayuno buffet excelente staff super atento a todos los detalles. Despues de largas horas trabajando nada mejor que tener un buen Room Service disponible 24 horas. Ubicacion perfecta, en el medio de San Isidro cerca del Golf como del..   "
Hotel Atton San Isidro,rn231946315,Lima,Peru,Armando C,5,1,30/09/2014,"Viaje de negocios Excelente para viaje y reuniones de negocio, servicio de restaurante muy bueno, salas de reuniones, atencion a los huespedes y facilidades para reuniones con equipos de trabajo. Otra ventaja es la cercania a la zona de oficinas de San Isidro en Lima "
Hotel Atton San Isidro,rn231289885,,,Symbiosis-mx,5,1,27/09/2014,"Excelente Hotel Muy agradable la estancia, y muy serviciales, las habitaciones muy comodas y la limpieza excelente. El buffet que incluyen super completo y sabroso, todos los dias incluyen un platillo diferente. Hasta donde tengo entendido es relativamente nuevo y esta en una buena zona. "
Hotel Atton San Isidro,rn230902773,Region Metropolitana de Santiago,Chile,Ricardo A,5,1,25/09/2014,"Totalmente recomendable Muy buen hotel, de amplios espacios, comodas habitaciones (silenciosas), buena comida, trato amable del personal. Buen gimnasio, buen bar, en el cual se destaca la amable atencion de Estefania. El hotel esta cerca de muy buenos restaurantes a los cuales se puede ir caminando. Me toca ir seguido a Lima por trabajo, no conocia el Atton, y me encanto. "
Hotel Atton San Isidro,rn230700510,Sao Paulo,Brasil,Rafa_Milka,5,1,24/09/2014,"Gran experience Increible HOtel. todas las personasmuy amable y listas para ayudarte. Yo estava trabajando muy cerca del Hotel, me quede muy muy contento con todo. limpieza, comida y servicios. El gimnasio tambien es muy bueno! "
Hotel Atton San Isidro,rn230372623,Lima,Peru,Bet1904,5,1,22/09/2014,"Excelente hotel Me quede por una noche y el servicio fue de primera, la habitacion muy bien equipada, el desayuno buffet exquisito, la piscina se veia bastante acogedora, lastima que no lleve traje de baño. Si se desea pasar unos dias relajados, este hotel es muy recomendable. "
Hotel Atton San Isidro,rn230211681,Santiago,Chile,csancheznieto,5,1,21/09/2014,"El diseño del hotel es genial Para quienes les guste hospedarse en un buen hotel, esta opcion es muy buena, sus espacios muy bien diseñados, las habitaciones amplias y el servicio excelente, se recomienda reservar con anterioridad. "
Hotel Atton San Isidro,rn230206967,Santiago,Chile,RaimundoEncina,5,1,21/09/2014,"La gran opcion para quedarse en Lima Hace unas semanas me quede en este hotel. Para mi gusto, la relacion precio calidad es lo mejor de la ciudad. Las piezas muy confortables y el restaurant espectacular. Tambien muy agradable el gimnasio, al cual no va nadie y cuenta con todo lo necesario para una buena jornada de deporte. Queda muy bien ubicado, como es nuevo todo esta..   "
Hotel Atton San Isidro,rn229846606,,,Gabriel U,5,1,19/09/2014,Impecable Tuve la oportunidad de llevar un almuerzo de negocios en el hotel atton y la atencion y la comida estuvo de primer nivel. Han cuidado cada detalle para que el visitante disfrute su paso x el hotel. Altamente recomendable 
Hotel Atton San Isidro,rn228905482,Paraguay,Paraguay,Cristian_Paredes_py,5,1,14/09/2014,"EXCELENTE HOTEL Ubicado en el Barrio de San Isidro, en Lima, zona bastante segura a pocos minutos de Miraflores. Las habitaciones son bastante amplias y comodas, al igual que el baño. El servicio de limpieza bastante bueno y puntual. El servicio de desayuno es muy completo, con mucha variedad de comida. La atencion del personal es muy buena, muy amables y serviciales...   "
Hotel Atton San Isidro,rn228252508,zaragoza,España,viajeracuriosa,4,1,11/09/2014,"Buen hotel practico pero hay mejores Es un hotel ejecutivo, con habitaciones amplias y bien ubicado en cuanto a restaurantes. Decorado tipo minimalista, sobrio pero no destaca por gusto exquisito, mas bien es algo neutro. Muy buen buffet de desayuno y precio medio. Si no importa pagar un poco mas, recomiendo el Westin si es negocios o placer y busca un hotel moderno, o el Country..   "
Hotel Atton San Isidro,rn227522410,,,Alfredo A,5,1,07/09/2014,"Desayuno tradcional El hotel es muy bueno, habitaciones amplias y recepcion espaciosa. Lo que mas me gusto fue el desayuno buffet en el cual existian especialidades de la buena comida peruana como mini tacu-tacu de mariscos. "
Hotel Atton San Isidro,rn226707979,Santiago,Chile,Gonzalo2013,5,1,03/09/2014,"Muy bueno Un Hotel con un servicio y atencion excelente. La ubicacion en San Isidro es ideal para una buena estadia, cerca hay lugares para comer y degustar la exquisita comida Peruana, como Ole Vivaldi y Peru 21. "
Hotel Atton San Isidro,rn226113646,,,Luis V,5,1,01/09/2014,"Hotel Recomendable La verdad Atton (www. atton. com) es una cadena hotelera de primera linea 100% recomendables, tanto por su atencion (personal y telefonica), como la comodidad de sus habitaciones y los excelentes servicios extra que brinda. Es mi parada obligada en cada Visita a Peru. "
Hotel Atton San Isidro,rn225936351,,,Natanael B,5,1,01/09/2014,"excelente bueno! todo estuvo excelente! la comida era buena, las habitaciones excelentes y silenciosas. la comida bastante buena, si diria que pueden ampliar un poco mas el menu con mas variedad, pero de todas formas todo lo que comi estaba muy rico. "
Hotel Atton San Isidro,rn225920671,Santiago,Chile,Jcruzt,4,1,01/09/2014,"Buena opcion Hotel moderno, bien ubicado y con personas muy amables. Las habitaciones son de buen tamaño y muy limpias. El desayuno es normal, pero cumple. Hubo un error de mi parte en la reserva y lo solucionaron en un minuto, muy eficientes. Excelente opcion si visitan Lima. "
Hotel Atton San Isidro,rn225564327,Santiago,Chile,empedernido,4,1,30/08/2014,"Buen Hotel Muy bien ubicado, personal amable y muy rapido para hacer reservas de restaurantes, pieza grande y funcional, buen gimnasio y wifi gratis. Todo lo necesario para un viaje de negocios. El desayuno y el sauna (tibio) podrian mejorar. Buen hotel para un viaje de negocios "
Hotel Atton San Isidro,rn225359843,,,Daniel C,5,1,29/08/2014,Excelente Estuve en la ciudad de Lima en una reunion de trabajo y nos hospedamos en el hotel Atton San Isidro que se encuentra a unos 25 minutos del aeropuerto. Desde la llegada el personal es muy amable y eficiente cuenta con elevadores en funcion rapidos y comodos. Las habitaciones son muy comodas de aspecto sencillo pero muy acogedor y funcional..   
Hotel Atton San Isidro,rn225342031,Bogota,Colombia,Doris A,5,1,29/08/2014,"Excelente experiencia Excelente atencion, personal amable, habitaciones muy comodas, Room Service de alta calidad. Es un hotel con buena relacion calidad precio. No es una zona con activa vida nocturna pero cerca quedan tres restaurantes insignia de la cocina peruana, les recomiendo Lima 21. "
Hotel Atton San Isidro,rn225032167,Santiago,Chile,Enrique1980,4,1,28/08/2014,"Comodo, bien ubicado y excelente desayuno Un lugar perfecto para visitas de negocios. Es un hotel comodo, bien ubicado y con excelentes desayunos. Las habitaciones son amplias y las camas son comodas. Los baños estan muy bien y la calidad del descanso es perfecta. Si se quiere ir por una visita de negocios, el Atton cumple con todo lo necesario para performar de manera correcta. "
Hotel Atton San Isidro,rn223942938,Santa Marta,Colombia,LUIS108,5,1,23/08/2014,"Muy bueno Me he quedado dos veces en el hotel. Realmente es muy agradable, centrico, y el personal es muy amable y servicial. Lo recomiendo ampliamente. El restaurante es amplio y bien decorado y el desayuno variado y bueno. "
Hotel Atton San Isidro,rn223816400,Lima,Peru,Julia Isabel A,5,1,23/08/2014,"Maravilloso Tuve la oportunidad de regresar otra vez a Atton, esta vez fue para almorzar y quede fascinada con el Servicio y la comida. La atencion como siempre esmerada y la comida muy sabrosa, siempre regreso satisfecha y con las ganas de querer regresar pronto. Desde el ingreso en la recepcion todos sonrientes, personal de limpieza y los mozos tambien parace que..   "
Hotel Atton San Isidro,rn223477658,,,UJLB,5,1,21/08/2014,"Todo excelente! He visitado el hotel mas de una vez y lo recomiendo al 100 %. Las habitaciones son ideales para gente de negocio. Excelente comida y servicio. Muchas gracias a Melisa, quien nos atendio al llegar y a Victor por atendederos tan bien mientras cenabamos. Definitivamente regresare. "
Hotel Atton San Isidro,rn222664321,,,juan carlos b,4,1,18/08/2014,"Casi perfecto. Todo muy bien, (cama confortable, excelente servicio), excepto por dos detalles: 1. cambie de habitacion para la segunda noche porque fue dificil dormir por el ruido que emiten las maquinas de aire y extraccion que hay en la cubierta. 2. Los muros que separan las habitaciones son de yeso y se siente y escucha el fragor y la fogosidad de..   "
Hotel Atton San Isidro,rn222461074,Provincia de Buenos Aires,Argentina,Eschaer65,5,1,17/08/2014,"Muy buen hotel El hotel tiene un excelente servicio, buena conexion a internet y comodas habitaciones. La zona es segura y tiene buena conectividad con el resto de la ciudad. Hay buenos restaurantes cerca. Recomendable para negocios. "
Hotel Atton San Isidro,rn222280055,Lima,Peru,veroca00,5,1,16/08/2014,"Desayuno de primera Fui un sabado a desayunar con mi familia, primera vez que visitaba el hotel y en realidad la experiencia que vivi fue muy grata ya que desde mi entrada el trato fue muy amable y familiar a pesar de no ser yo un huesped, quiero resaltar a Mauricio del restaurante, por el gran servicio que nos ofrecio y por otro lado muy..   "
Hotel Atton San Isidro,rn222247047,Santiago,Chile,gbeuchat,5,1,16/08/2014,"Excelente opcion para negocios o placer en Lima Excelente hotel en todo sentido. Habitaciones realmente de lo mejor, baño excelente, ubicacion inmejorable en San Isidro, el restaurant mejor que muchos con mas nombre el chef es extraodinario y el bar muy bueno. Aunque oficialmente es 4* el estandar es 5* de todas maneras. Utilizamos los salones de negocios para un evento de medio dia y el servicio impecable..   "
Hotel Atton San Isidro,rn221656450,,,cigarrex_vb,5,1,13/08/2014,"Buenisimo! Es super bonito, la atencion es excelente, el hotel tiene un aspecto ejecutivo pero sin llegar al formalismo extremo.. el bar tiene unos cocteles de pisco increibles y el restaurante.. ni hablar. Vas a querer levantarte temprano siempre porque el desayuno buffet es bien variado. Las habitaciones son sobrias y acogedoras a su vez. "
Hotel Atton San Isidro,rn221050754,,,Melina C,4,1,11/08/2014,"Una excelente opcion para alojamiento He requerido pasar unos dias fuera en familia, y he encontrado el lugar ideal para lograr una buena estadia, buen servicio, rapidez en el check in, rapidez en mejorar si un servicio no funcionab, un lugar de paz, moderno, con un maravilloso desayuno, y al que espero regresar. Melina Castro Echegaray "
Hotel Atton San Isidro,rn220859786,Panama City,Panama,Alira C,5,1,10/08/2014,Excelente opcion para viajes de trabajo Excelente ubicacionBuena atencionModernidadComodidadLimpieza y atencion esmeradaEl hotel brinda lo necesario para un hospedaje confortable pero rapido. Es ideal para viajes de trabajoEl area es sumamente segura y agradable. Estas en el centro de todo. 
Hotel Atton San Isidro,rn219748601,Lima,Peru,Jeanpablo,4,1,05/08/2014,"fin de semana tuve una escapada de fin de semana y todo salio sobre ruedas, amplio estacionamiento, limpio ordenado, habitaciones amplias y comodas, el personal es atento y discreto, el gimnasio tiene varias maquinas. El desayuno es agradable y de mediana variedad. Lo recomiendo. "
Hotel Atton San Isidro,rn218580288,Lima,Peru,Constanza E,5,1,30/07/2014,"Excelente Servicio y Comida! Me hospede en el hotel un fin de semana, las habitaciones son amplias, comodas, con lo necesario para descansar tranquilamente, tienen un desayuno variado y sabroso, el restaurante Chabuca tiene una carta con platos peruanos deliciosos, no dejen de probar los rollitos criollos, el lomo saltado, el saltado cevichero y los postres imperdibles, definitivamente una muy buena opcion en Lima! "
Hotel Atton San Isidro,rn217304130,Lima,Peru,Pedro2201,5,1,24/07/2014,"La mejor atencion y calidad A1 en el Restaurant debo felicitar al hotel por la excelente atencion, la magnifica comida que sirven, tuve la oportunidad de asistir y quede satisfecho con todo, desde que uno ingresa al hotel todos se esmeran por que tu permanencia en el sea lo mas placentero. Muchas Gracias ATTON "
Hotel Atton San Isidro,rn217123473,Madrid,España,capisman,4,1,23/07/2014,"Hotel nuevo y tranquilo, recomendable Hotel moderno, con unas instalaciones bastante nuevas. Habitaciones amplias y limpias. Un buen gimnasio, una piscina muy atractiva. Desayuno aceptable aunque sin excesos. El wifi es de lo mejor que he visto en Lima, aunque eso no es decir gran cosa. El trato es algo frio y distante, cosa que yo particularmente prefiero aunque entiendo que otras personas valoran un..   "
Hotel Atton San Isidro,rn216857441,Lima,Peru,Lou0678,5,1,22/07/2014,"Chabuca - Excelente restaurante Excelente restaurante, ampliamente recomendable. Cuenta con un ambiente lindo, la comida en verdad deliciosa y un excelente servicio. La carta es muy variada y todos los platos que probe estuvieron excelentes desde la presentacion. "
Hotel Atton San Isidro,rn216675637,Madrid,España,Idsiaya,5,1,21/07/2014,"Gran servicio, gran experiencia Viajo habitualmente a Lima por trabajo y siempre me hospedo en el Atton, ademas lo he recomendado a proveedores y clientes como hotel de referencia en Lima por su relacion calidad/precio. He celebrado muchos eventos en las salas de reunion y siempre fenomenal. Todo puntual y en orden, ademas atienden cualquier requerimiento enseguida. Muy bien situado, la atencion del personal..   "
Hotel Atton San Isidro,rn216672233,Region Metropolitana de Santiago,Chile,maria p,5,1,21/07/2014,atton san isidro muy bueno muy bien ubicado en un barrio tranquilo lleno de buenos restaurantes en su alrededor se puede ir caminando desde el a variadios puntos turisticos de lima desayuno muy bueno pieza excelente comoda y de buen tamaño 
